Peer_IP,Version,User_Agent,Start_Height,Services,Peer_Time,Validated_Time
78.46.43.59,170010,/MagicBean:2.1.2-1/,848059,5,1590756405,1590756405.788
34.66.191.95,170011,/MagicBean:3.0.0/,848061,5,1590756834,1590756834.358
35.198.119.137,170011,/MagicBean:3.0.0/,848062,5,1590756943,1590756943.754
13.231.145.68,170011,/MagicBean:3.0.0/,848063,5,1590757117,1590757117.543
47.252.87.61,170011,/MagicBean:3.0.0/,848096,5,1590758956,1590758956.646
34.87.37.112,170011,/MagicBean:3.0.0/,848097,5,1590759005,1590759005.166
35.246.238.163,170011,/MagicBean:3.0.0/,848100,5,1590759251,1590759251.262
162.14.4.106,170011,/MagicBean:3.0.0/,848101,5,1590759448,1590759448.513
52.194.192.91,170010,/MagicBean:2.1.2-3/,848107,5,1590759761,1590759761.843
47.94.139.217,170011,/MagicBean:3.0.0/,848111,5,1590759935,1590759935.595
138.197.174.176,170010,/MagicBean:2.1.2/,848119,5,1590760353,1590760268.727
80.84.57.38,170010,/MagicBean:2.1.2-3/,848123,5,1590760558,1590760558.943
213.239.201.46,170011,/MagicBean:3.0.0/,848148,5,1590762834,1590762834.869
94.156.174.100,170011,/MagicBean:3.0.0/,848148,5,1590762912,1590762912.392
66.70.180.144,170011,/MagicBean:3.0.0/,848170,5,1590764236,1590764236.743
62.210.91.14,170010,/zqwMagicBean:2.1.2/,848202,5,1590766407,1590766407.680
3.112.252.179,170010,/MagicBean:2.1.2-3/,848203,5,1590766613,1590766613.173
5.9.7.62,170011,/MagicBean:3.0.0/,848244,5,1590769632,1590769632.242
194.135.81.61,170011,/MagicBean:3.0.0/,848244,5,1590769721,1590769721.662
88.208.3.195,170011,/MagicBean:3.0.0/,848260,5,1590770949,1590770949.433
3.92.199.184,170011,/MagicBean:3.0.0(bitcore)/,848301,5,1590773226,1590773226.237
88.198.54.11,170010,/MagicBean:2.1.2-3/,848311,5,1590774180,1590774180.938
159.65.98.117,170011,/MagicBean:3.0.0/,848316,5,1590775196,1590775197.024
35.173.127.89,170011,/MagicBean:3.0.0(bitcore)/,848322,5,1590775817,1590775817.836
51.68.5.144,170010,/zqwMagicBean:2.1.2/,848341,5,1590777087,1590777117.589
192.64.112.23,170011,/MagicBean:3.0.0/,244916,5,1590785980,1590785980.446
212.158.160.111,170009,/MagicBean:2.1.1-1/,69664,5,1590786199,1590786199.186
39.106.140.217,170010,/MagicBean:2.1.2/,848466,5,1590786907,1590786907.669
138.201.244.90,170011,/MagicBean:3.0.0/,848561,5,1590793583,1590793583.549
47.93.17.158,170011,/MagicBean:3.0.0/,848578,5,1590794841,1590794841.168
167.172.43.123,170009,/MagicBean:2.1.0-1/,12985,5,1590800806,1590800806.416
46.246.63.66,170011,/MagicBean:3.0.0/,848683,5,1590803120,1590803120.908
51.68.5.144,170010,/zqwMagicBean:2.1.2/,848776,5,1590809918,1590809948.120
45.77.207.1,170011,/MagicBean:3.0.0/,848815,5,1590812301,1590812301.467
3.91.227.122,170011,/MagicBean:3.0.0(bitcore)/,848937,5,1590822131,1590822131.487
173.212.197.63,170011,/MagicBean:3.0.0/,848969,5,1590823898,1590823898.138
18.182.25.219,170011,/MagicBean:3.0.0/,848982,5,1590825147,1590825147.813
116.202.100.25,170010,/MagicBean:2.1.2(bitcore)/,848990,5,1590825842,1590825842.623
173.255.198.125,170010,/MagicBean:2.1.2-3/,849023,5,1590828208,1590828208.954
173.255.198.125,170010,/MagicBean:2.1.2-3/,849043,5,1590829718,1590829718.753
24.5.47.53,170011,/MagicBean:3.0.0/,849120,5,1590835702,1590835702.576
47.93.97.78,170011,/MagicBean:3.0.0/,3059,5,1590842684,1590842684.204
212.158.160.111,170009,/MagicBean:2.1.1-1/,388245,5,1590847916,1590847917.057
51.68.5.144,170010,/zqwMagicBean:2.1.2/,849362,5,1590854153,1590854185.679
185.59.101.51,170010,/MagicBean:2.1.2-1/,849399,5,1590856813,1590856813.151
47.100.175.51,170011,/MagicBean:3.0.0/,849467,5,1590861389,1590861389.289
116.202.100.25,170010,/MagicBean:2.1.2(bitcore)/,849475,5,1590862038,1590862038.821
167.99.86.56,170011,/MagicBean:3.0.0/,849499,5,1590864197,1590864197.800
64.227.44.6,170010,/MagicBean:2.1.2-3/,815665,5,1590876857,1590876857.304
64.227.44.6,170010,/MagicBean:2.1.2-3/,849689,5,1590878286,1590878286.598
64.227.44.6,170010,/MagicBean:2.1.2-3/,849706,5,1590879755,1590879755.568
167.172.43.123,170009,/MagicBean:2.1.0-1/,45844,5,1590880759,1590880759.797
64.227.44.6,170010,/MagicBean:2.1.2-3/,849738,5,1590882498,1590882498.402
173.255.198.125,170011,/MagicBean:3.0.0/,849744,5,1590882759,1590882759.879
64.227.44.6,170010,/MagicBean:2.1.2-3/,849760,5,1590884174,1590884174.617
64.227.44.6,170010,/MagicBean:2.1.2-3/,849786,5,1590885851,1590885851.861
64.227.44.6,170010,/MagicBean:2.1.2-3/,849807,5,1590887426,1590887426.811
64.227.44.6,170010,/MagicBean:2.1.2-3/,849826,5,1590889059,1590889059.361
188.166.173.215,170011,/MagicBean:3.0.0(bitcore)/,850171,5,1590914561,1590914561.445
64.137.174.58,170011,/MagicBean:3.0.0/,850214,5,1590918171,1590918119.442
198.187.30.208,170011,/MagicBean:3.0.0/,850215,5,1590918277,1590918275.135
116.202.100.25,170010,/MagicBean:2.1.2(bitcore)/,850531,5,1590942197,1590942197.888
167.172.43.123,170009,/MagicBean:2.1.0-1/,14494,5,1590944772,1590944772.831
74.213.232.247,170011,/MagicBean:3.0.0/,850570,5,1590944873,1590944874.777
18.222.89.175,170011,/MagicBean:3.0.0/,850647,5,1590950536,1590950536.378
188.165.43.210,170010,/MagicBean:2.1.2-3/,850671,5,1590952483,1590952483.576
178.63.71.183,170011,/MagicBean:3.0.0/,850874,5,1590967655,1590967656.023
148.72.155.96,170011,/MagicBean:3.0.0/,850882,5,1590968172,1590968173.109
82.64.17.18,170011,/MagicBean:3.0.0(bitcore)/,850959,5,1590974301,1590974301.697
51.68.5.144,170010,/zqwMagicBean:2.1.2/,850983,5,1590976315,1590976366.654
162.217.231.179,170010,/MagicBean:2.1.2/,851023,5,1590979446,1590979446.949
47.92.134.60,170011,/MagicBean:3.0.0/,851035,5,1590980441,1590980441.495
212.237.100.181,170011,/MagicBean:3.0.0/,851095,5,1590984271,1590984271.978
47.93.17.158,170011,/MagicBean:3.0.0/,6325,5,1590985644,1590985644.323
116.202.100.25,170010,/MagicBean:2.1.2(bitcore)/,851245,5,1590996304,1590996304.767
119.23.67.66,170011,/MagicBean:3.0.0/,851271,5,1590998478,1590998479.041
199.217.115.27,170010,/MagicBean:2.1.2-3/,851380,5,1591006293,1591006293.129
167.172.43.123,170009,/MagicBean:2.1.0-1/,2788,5,1591009178,1591009178.662
3.15.217.235,170011,/MagicBean:3.0.0/,851125,5,1591011162,1591011162.394
46.4.192.189,170011,/MagicBean:3.0.0/,851455,5,1591011336,1591011336.408
47.93.17.158,170011,/MagicBean:3.0.0/,317319,5,1591011417,1591011417.231
193.70.38.148,170010,/MagicBean:2.1.2-3/,851551,5,1591018871,1591018871.367
