Peer_IP,Validated_Time
193.70.38.148,1591066766.833
193.70.38.148,1591067427.822
13.244.102.241,1591067553.725
193.70.38.148,1591068071.532
173.249.28.21,1591068417.789
163.172.222.30,1591068601.856
188.72.203.154,1591068703.795
162.14.4.106,1591068995.688
193.70.38.148,1591069288.931
47.254.176.240,1591069330.725
88.90.193.26,1591069488.038
159.69.57.170,1591070004.510
13.244.102.241,1591070370.923
188.72.203.159,1591070578.264
193.70.38.148,1591070616.820
134.122.96.128,1591071315.626
193.70.38.148,1591071373.940
193.70.38.148,1591071997.232
163.172.222.30,1591073360.953
13.244.102.241,1591073583.944
167.172.43.123,1591073888.025
13.244.102.241,1591074277.855
193.70.38.148,1591074683.495
193.70.38.148,1591076890.960
54.144.143.243,1591077110.068
3.23.112.242,1591077270.796
213.133.102.169,1591077324.688
18.191.160.176,1591078637.597
74.213.232.247,1591078750.518
188.72.203.159,1591079538.357
118.24.175.14,1591079801.278
3.17.177.157,1591079931.725
193.70.38.148,1591080762.542
185.165.241.35,1591080905.002
163.172.222.30,1591081001.007
134.122.96.128,1591081022.911
193.70.38.148,1591081472.605
193.70.38.148,1591082282.409
188.72.203.154,1591082421.251
54.149.118.3,1591082482.579
176.74.154.45,1591082865.482
193.70.38.148,1591083037.372
54.149.118.3,1591083315.790
193.70.38.148,1591083861.691
3.17.177.157,1591084285.136
13.244.102.241,1591084314.400
163.172.222.30,1591084321.298
193.70.38.148,1591084492.278
138.201.244.90,1591084681.260
193.70.38.148,1591085274.105
45.195.146.197,1591085313.038
54.36.124.100,1591085459.776
54.149.118.3,1591085928.852
193.70.38.148,1591085936.378
213.133.102.169,1591086364.092
193.70.38.148,1591086558.859
193.70.38.148,1591087246.956
192.241.131.177,1591087348.552
159.69.57.170,1591087644.869
134.122.96.128,1591087966.717
193.70.38.148,1591088106.932
193.70.38.148,1591088851.204
163.172.222.30,1591088896.049
13.244.102.241,1591089223.006
188.72.203.159,1591089582.607
193.70.38.148,1591089604.155
193.70.38.148,1591090303.600
13.244.102.241,1591090487.758
188.72.203.154,1591091608.927
193.70.38.148,1591091665.450
213.133.102.169,1591091684.175
142.4.209.60,1591091901.605
193.70.38.148,1591092399.285
176.57.55.43,1591093250.358
193.70.38.148,1591093313.871
13.244.102.241,1591093648.497
193.70.38.148,1591094057.314
193.70.38.148,1591094703.563
118.24.175.14,1591094773.483
54.144.143.243,1591095286.960
193.70.38.148,1591095691.748
3.23.112.242,1591095943.120
188.72.203.159,1591096249.402
50.67.175.2,1591096906.246
193.70.38.148,1591097247.629
107.20.83.62,1591097248.009
142.4.209.60,1591097305.765
163.172.222.30,1591097575.044
204.228.147.42,1591097629.260
188.72.203.154,1591097880.330
107.20.83.62,1591098005.020
193.70.38.148,1591098267.624
107.20.83.62,1591098801.019
188.72.203.154,1591098805.799
193.70.38.148,1591098919.048
54.144.143.243,1591099176.146
188.72.203.154,1591099762.628
66.70.180.144,1591099764.776
193.70.38.148,1591099936.533
18.220.47.120,1591100114.395
193.70.38.148,1591100631.359
188.72.203.159,1591100639.844
142.4.209.60,1591100686.534
213.133.102.169,1591100955.228
193.70.38.148,1591101331.441
195.177.251.17,1591101948.486
118.24.175.14,1591102101.913
37.235.48.220,1591102629.837
209.124.130.101,1591102810.366
193.70.38.148,1591103032.936
134.122.96.128,1591103035.790
213.133.102.169,1591103271.223
193.70.38.148,1591103746.454
118.24.175.14,1591104300.563
193.70.38.148,1591104416.562
134.122.96.128,1591104450.541
193.70.38.148,1591105103.488
195.177.251.17,1591105130.525
193.70.38.148,1591106565.763
193.70.38.148,1591107251.003
118.24.175.14,1591107391.464
51.68.5.144,1591107432.758
173.249.28.21,1591107538.077
193.70.38.148,1591108143.991
3.23.112.242,1591108285.193
193.70.38.148,1591109389.580
45.76.39.141,1591109669.081
13.244.102.241,1591110124.612
193.70.38.148,1591110781.237
159.69.57.170,1591110805.532
13.244.102.241,1591110956.869
213.183.54.81,1591111432.440
195.177.251.17,1591111797.983
193.70.38.148,1591112264.595
134.122.96.128,1591112329.121
178.73.210.248,1591113222.652
209.250.241.75,1591113270.045
188.72.203.159,1591114860.338
13.244.102.241,1591115236.779
134.122.96.128,1591115339.885
134.122.96.128,1591115969.068
13.244.102.241,1591116458.622
163.172.222.30,1591116878.044
61.160.196.169,1591116980.765
193.70.38.148,1591117700.070
118.24.175.14,1591117825.900
134.122.96.128,1591117845.359
45.76.39.141,1591118566.284
64.227.44.6,1591118868.171
118.24.175.14,1591118991.104
193.70.38.148,1591119104.143
204.228.147.42,1591120527.669
13.244.102.241,1591120959.523
188.72.203.154,1591123276.929
54.144.143.243,1591123331.252
52.52.174.26,1591124264.890
18.220.47.120,1591124902.619
163.172.222.30,1591125093.543
118.24.175.14,1591125673.198
13.244.102.241,1591125984.044
188.72.203.159,1591126752.364
188.72.203.154,1591127271.794
208.68.38.242,1591127552.689
212.237.100.181,1591128033.303
193.70.38.148,1591128542.152
74.213.232.247,1591128865.260
45.15.9.99,1591129094.041
13.244.102.241,1591129768.535
193.70.38.148,1591129878.372
208.68.38.242,1591130158.001
163.172.222.30,1591130694.657
34.90.231.182,1591130720.800
173.249.28.21,1591131905.378
163.172.222.30,1591131939.659
50.67.175.2,1591132732.652
209.124.130.101,1591133026.003
213.183.54.81,1591134225.336
50.67.175.2,1591135376.401
13.244.102.241,1591135787.918
91.152.122.170,1591136022.576
188.72.203.154,1591136078.621
50.67.175.2,1591136929.305
163.172.222.30,1591137522.758
61.160.196.169,1591137523.845
167.172.43.123,1591137831.460
35.221.131.27,1591138713.155
3.10.116.190,1591138975.658
193.70.38.148,1591139680.490
209.124.130.101,1591139972.311
188.72.203.154,1591140492.024
118.24.175.14,1591141385.708
109.233.109.26,1591141479.746
18.191.160.176,1591141789.776
134.122.96.128,1591142110.727
3.10.116.190,1591142493.170
3.19.66.87,1591144452.744
188.72.203.154,1591144932.698
54.36.124.100,1591144941.750
13.244.102.241,1591144991.774
13.244.102.241,1591146317.744
208.68.38.242,1591146333.231
188.72.203.159,1591146788.793
3.17.177.157,1591147366.414
188.72.203.159,1591148278.006
193.70.38.148,1591148448.470
213.183.54.81,1591148893.749
188.72.203.159,1591149491.605
109.233.109.26,1591149728.870
51.68.5.144,1591151513.910
193.70.38.148,1591151629.711
163.172.222.30,1591151822.014
163.172.222.30,1591153094.328
188.72.203.154,1591153642.096
163.172.222.30,1591153935.013
3.17.27.161,1591154566.670
188.72.203.159,1591155070.703
188.72.203.154,1591155892.910
13.244.102.241,1591156253.185
18.191.160.176,1591156468.576
188.72.203.159,1591156473.432
64.227.44.6,1591156624.635
199.247.26.15,1591157446.221
118.24.175.14,1591158064.411
3.23.112.242,1591158709.111
163.172.222.30,1591158813.216
188.72.203.154,1591159228.316
193.70.38.148,1591159317.566
118.24.175.14,1591159440.678
193.70.38.148,1591160145.516
162.217.231.179,1591160680.758
173.249.28.21,1591161103.836
95.179.144.213,1591161311.804
209.124.130.101,1591161321.636
188.72.203.159,1591161752.141
13.244.102.241,1591161809.160
188.72.203.154,1591162209.606
18.220.47.120,1591162574.352
13.244.102.241,1591162580.672
134.122.96.128,1591163218.308
188.72.203.154,1591163263.699
13.244.102.241,1591163840.293
134.122.96.128,1591164127.358
192.241.131.177,1591164160.495
47.244.97.2,1591164320.858
66.70.180.144,1591164827.903
45.195.146.197,1591164977.010
13.244.102.241,1591166106.543
207.246.121.38,1591166203.515
134.122.96.128,1591166912.865
193.70.38.148,1591167112.378
213.133.102.169,1591167667.737
193.70.38.148,1591167917.553
188.72.203.159,1591167995.699
193.70.38.148,1591168603.331
18.216.210.3,1591168981.848
46.246.45.48,1591169383.869
176.74.154.45,1591169546.052
37.235.48.220,1591170159.596
95.179.182.168,1591170765.591
54.36.124.100,1591170827.284
192.241.131.177,1591170937.637
188.72.203.159,1591171306.920
188.72.203.154,1591171699.715
45.15.9.99,1591172270.037
61.160.196.169,1591172493.622
13.244.102.241,1591173378.584
66.70.180.144,1591173424.254
193.70.38.148,1591174471.110
188.72.203.154,1591174770.637
45.76.39.141,1591174797.143
163.172.222.30,1591174953.550
13.244.102.241,1591176671.983
134.122.96.128,1591176939.384
13.244.102.241,1591177519.945
188.72.203.159,1591178400.205
209.124.130.101,1591179107.934
188.72.203.154,1591179860.601
213.133.102.169,1591180754.216
50.228.184.13,1591180813.012
118.24.175.14,1591181352.927
13.244.102.241,1591182059.660
188.72.203.154,1591182464.785
193.70.38.148,1591183379.674
188.72.203.159,1591183390.241
54.144.143.243,1591184385.298
180.97.220.27,1591184613.023
208.68.38.242,1591184956.685
173.249.28.21,1591185083.994
188.72.203.154,1591185741.357
192.241.131.177,1591186643.527
188.72.203.159,1591186915.020
64.227.47.106,1591186965.217
188.72.203.154,1591188165.731
88.90.193.26,1591188872.035
64.227.47.106,1591189284.902
134.122.96.128,1591189438.185
64.227.47.106,1591189574.916
109.233.109.26,1591189742.622
188.72.203.159,1591191074.082
193.70.38.148,1591191949.305
118.24.175.14,1591192003.960
188.72.203.159,1591192208.296
54.149.118.3,1591192932.728
188.72.203.154,1591193144.049
208.68.38.242,1591193196.209
95.179.144.213,1591193244.245
163.172.222.30,1591193835.055
13.244.102.241,1591194913.929
51.68.5.144,1591195670.838
13.244.102.241,1591198295.168
39.107.245.90,1591199244.284
13.244.102.241,1591199423.838
188.72.203.159,1591199743.939
104.248.161.166,1591200398.922
188.72.203.154,1591202064.783
173.249.28.21,1591202242.108
167.172.43.123,1591202324.295
134.122.96.128,1591202561.263
163.172.222.30,1591203165.609
208.68.38.242,1591205058.099
13.244.102.241,1591206879.375
163.172.222.30,1591207121.913
213.183.54.81,1591207588.057
66.70.180.144,1591207685.725
199.247.26.15,1591207803.339
188.72.203.159,1591208254.808
199.247.26.15,1591208502.933
167.71.149.231,1591208978.741
209.124.130.101,1591209475.727
13.244.102.241,1591211107.491
178.73.210.248,1591211717.216
18.191.160.176,1591212298.598
109.233.109.26,1591213269.023
66.70.180.144,1591213468.236
39.107.245.90,1591215251.181
185.159.80.97,1591216028.791
109.233.109.26,1591216054.815
134.122.96.128,1591217437.786
173.249.28.21,1591217699.295
188.72.203.154,1591218045.464
45.15.9.99,1591218351.027
134.122.96.128,1591218418.246
13.244.102.241,1591219081.521
95.179.179.21,1591219599.525
3.19.66.87,1591219652.460
74.213.232.247,1591220261.828
173.249.28.21,1591220417.805
18.220.47.120,1591220717.427
209.124.130.101,1591220721.911
212.158.160.111,1591224050.935
212.158.160.111,1591224270.103
13.244.102.241,1591224538.556
82.64.17.18,1591224769.392
192.241.131.177,1591224920.958
134.122.96.128,1591226069.078
13.244.102.241,1591227471.838
188.72.203.154,1591227638.582
3.23.112.242,1591227792.173
