block_hash,mumbai_min,mumbai_max,mumbai_prop_time,virginia_min,virginia_max,virginia_prop_time,london_min,london_max,london_prop_time,africa_min,africa_max,africa_prop_time,Height,global_min,global_max,global_prop_time
0000000000bd87d43db79e649aa0e77ed46f79585f905884af8d2a9b16a46a13,1591093202.95,1591093213.691,10.740999937057495,1591093202.859,1591150202.3760002,56999.517000198364,1591093202.897,1591150202.34,56999.44299983978,1591093202.978,1591093213.7270002,10.749000310897827,852540.0,1591093202.859,1591150202.3760002,56999.517000198364
000000000233a691e7e4623f26ae5ccd2f8310782e1ba4cc10e3e95f709b6404,1591093274.0210001,1591093287.907,13.885999917984009,1591093273.948,1591150202.3760002,56928.428000211716,1591093273.976,1591150202.34,56928.3639998436,1591093274.036,1591093281.6920002,7.656000137329102,852541.0,1591093273.948,1591150202.3760002,56928.428000211716
0000000001f5d8e5a218c09f97a03c6d370f692011e8b2f9807cc17db50f4c3b,1591093454.191,1591093465.157,10.966000080108643,1591093454.103,1591150202.3760002,56748.273000240326,1591093454.145,1591150202.34,56748.19499993324,1591093454.2229998,1591093465.197,10.974000215530396,852542.0,1591093454.103,1591150202.3760002,56748.273000240326
0000000000832d2c4d902943a542f3a55ab2dedc0e864d2a2cc51655f40c5f53,1591093478.5170002,1591093502.6079998,24.090999603271484,1591093478.485,1591150202.3760002,56723.89100027084,1591093478.467,1591150202.34,56723.87299990654,1591093478.5310001,1591093502.639,24.107999801635742,852543.0,1591093478.467,1591150202.3760002,56723.90900015831
0000000002176b9ec7154774d30cc9d925902f19430cda052748535d0919d2cd,1591093487.331,1591093502.6079998,15.276999711990356,1591093487.304,1591150202.3760002,56715.07200026512,1591093487.365,1591150202.34,56714.97499990463,1591093487.421,1591093502.639,15.217999935150146,852544.0,1591093487.304,1591150202.3760002,56715.07200026512
00000000011a4c1a6aad7916b59f6baa584e7efe15838fe48b9161677aa55145,1591093552.2370002,1591093560.421,8.18399977684021,1591093552.217,1591150204.8639998,56652.64699983597,1591093552.208,1591150204.8270001,56652.61900019646,1591093552.272,1591093562.789,10.516999959945679,852545.0,1591093552.208,1591150204.8639998,56652.65599989891
0000000001ff3dee62118e90e0ecd583fedcd7f4ede97fa1bf55912f47be0579,1591093557.086,1591093568.244,11.157999992370605,1591093557.085,1591150204.8639998,56647.77899980545,1591093557.04,1591150204.8270001,56647.78700017929,1591093557.1160002,1591093568.275,11.158999919891357,852546.0,1591093557.04,1591150204.8639998,56647.823999881744
00000000005b2bc067416124d3448ef4c4e6c5b251216c25a895c6894e9941b3,1591093675.752,1591093684.181,8.428999900817871,1591093675.6139998,1591150204.8639998,56529.25,1591093675.659,1591150204.8270001,56529.16800022125,1591093675.7710001,1591093684.996,9.224999904632568,852547.0,1591093675.6139998,1591150204.8639998,56529.25
00000000020bef77fd235300402a229676bed656e5b98d066cbe4951a48ab8c6,1591093956.0939999,1591093963.171,7.077000141143799,1591093956.075,1591150204.8639998,56248.788999795914,1591093956.0470002,1591150204.8270001,56248.77999997139,1591093956.175,1591093963.21,7.0350000858306885,852548.0,1591093956.0470002,1591150204.8639998,56248.81699967384
0000000001e74125a1d621274be5b68bbc0f6cac3b9a14c7a31dff4adb9c3ba4,1591093977.215,1591093985.687,8.472000122070312,1591093977.205,1591150204.8639998,56227.65899991989,1591093977.228,1591150204.8270001,56227.59900021553,1591093977.2610002,1591093985.718,8.456999778747559,852549.0,1591093977.205,1591150204.8639998,56227.65899991989
00000000003c223bc8a9232fa6ec16371405a538b1ecfad4a846db990f95edc7,1591094131.725,1591094142.305,10.580000162124634,1591094131.6320002,1591150204.8639998,56073.2319996357,1591094131.665,1591150204.8270001,56073.16200017929,1591094131.7529998,1591094142.342,10.589000225067139,852550.0,1591094131.6320002,1591150204.8639998,56073.2319996357
00000000016f3e4a1cc94e8d67ff2e659020371512f2bb5119871c212f4c17bc,1591094153.336,1591094163.976,10.640000104904175,1591094153.244,1591150204.8639998,56051.61999988556,1591094153.276,1591150204.8270001,56051.551000118256,1591094153.3639998,1591094164.014,10.650000095367432,852551.0,1591094153.244,1591150204.8639998,56051.61999988556
00000000009c958f9693723d0270ce98e6e1231370b5b68dfbaf08018a526f72,1591094324.918,1591094338.208,13.289999961853027,1591094324.887,1591150204.8639998,55879.976999759674,1591094324.936,1591150204.8270001,55879.891000032425,1591094325.0089998,1591094338.238,13.229000091552734,852552.0,1591094324.887,1591150204.8639998,55879.976999759674
000000000105258c65104bf4b50dede25e977477bfb44f6de8520a4450b06219,1591094401.875,1591094412.54,10.664999961853027,1591094401.914,1591150204.958,55803.043999910355,1591094401.891,1591150204.921,55803.02999997139,1591094401.965,1591094412.581,10.616000175476074,852553.0,1591094401.875,1591150204.958,55803.08299994469
0000000000babc3c856a11a08e32e81dd2716edd9463a88f423a8af69bf6d926,1591094416.4889998,1591094429.2,12.711000204086304,1591094416.524,1591150204.958,55788.43400001526,1591094416.4420002,1591150204.921,55788.478999853134,1591094416.57,1591094430.379,13.809000015258789,852554.0,1591094416.4420002,1591150204.958,55788.515999794006
0000000000c7ee337cdb1394bf1b845e5e9c7f3d007305256731a7995f1c24ee,1591094453.289,1591094470.379,17.08999991416931,1591094453.2020001,1591150204.958,55751.75599980354,1591094453.234,1591150204.921,55751.68700003624,1591094453.324,1591094471.5579998,18.233999967575073,852555.0,1591094453.2020001,1591150204.958,55751.75599980354
