Peer_IP,Version,User_Agent,Start_Height,Services,Peer_Time,Validated_Time
167.172.43.123,170009,/MagicBean:2.1.0-1/,22603,5,1591074569,1591074569.651
3.22.79.18,170011,/MagicBean:3.0.0/,852309,5,1591075755,1591075755.407
64.227.44.6,170010,/MagicBean:2.1.2-3/,852341,5,1591078867,1591078867.984
74.213.232.247,170011,/MagicBean:3.0.0/,852405,5,1591082986,1591082987.085
188.165.43.210,170010,/MagicBean:2.1.2-3/,852435,5,1591084917,1591084917.675
138.201.244.90,170011,/MagicBean:3.0.0/,852437,5,1591085193,1591085193.845
188.165.43.210,170010,/MagicBean:2.1.2-3/,852442,5,1591085522,1591085522.390
188.165.43.210,170010,/MagicBean:2.1.2-3/,852451,5,1591086200,1591086200.802
188.165.43.210,170010,/MagicBean:2.1.2-3/,852462,5,1591086852,1591086852.487
188.165.43.210,170010,/MagicBean:2.1.2-3/,852473,5,1591088394,1591088394.885
188.165.43.210,170010,/MagicBean:2.1.2-3/,852499,5,1591090481,1591090481.594
188.165.43.210,170010,/MagicBean:2.1.2-3/,852518,5,1591091764,1591091764.427
89.234.183.220,170011,/MagicBean:3.0.0/,852533,5,1591092678,1591092678.068
148.72.155.96,170011,/MagicBean:3.0.0/,852541,5,1591093424,1591093424.774
188.165.43.210,170010,/MagicBean:2.1.2-3/,852593,5,1591098058,1591098058.224
188.165.43.210,170010,/MagicBean:2.1.2-3/,852631,5,1591100406,1591100406.760
176.57.55.43,170010,/MagicBean:2.1.2-3/,852637,5,1591100677,1591100677.173
188.165.43.210,170010,/MagicBean:2.1.2-3/,852647,5,1591101255,1591101255.490
188.165.43.210,170010,/MagicBean:2.1.2-3/,852667,5,1591102948,1591102948.525
188.165.43.210,170010,/MagicBean:2.1.2-3/,852680,5,1591103991,1591103991.221
188.165.43.210,170010,/MagicBean:2.1.2-3/,852684,5,1591104730,1591104730.983
188.165.43.210,170010,/MagicBean:2.1.2-3/,852700,5,1591105883,1591105883.632
51.68.5.144,170010,/zqwMagicBean:2.1.2/,852724,5,1591107533,1591107588.391
85.25.118.19,170011,/MagicBean:3.0.0/,852858,5,1591117546,1591117546.050
159.69.65.217,170011,/MagicBean:3.0.0/,852908,5,1591121403,1591121403.940
52.52.174.26,170011,/zqwMagicBean:3.0.0/,852954,5,1591124369,1591124369.390
54.38.81.80,170011,/MagicBean:3.0.0/,852977,5,1591125658,1591125658.301
188.165.43.210,170010,/MagicBean:2.1.2-3/,852991,5,1591127214,1591127214.073
136.144.215.219,170011,/MagicBean:3.0.0/,853010,5,1591129023,1591129023.895
34.90.231.182,170010,/MagicBean:2.1.2/,853033,5,1591130858,1591130858.134
207.246.121.38,170011,/MagicBean:3.0.0/,853039,5,1591131154,1591131154.396
91.152.122.170,170010,/MagicBean:2.1.2-1/,853124,5,1591137249,1591137490.679
35.221.131.27,170010,/MagicBean:2.1.2/,853139,5,1591138730,1591138730.718
167.172.43.123,170009,/MagicBean:2.1.0-1/,41289,5,1591139709,1591139709.511
46.246.45.48,170011,/MagicBean:3.0.0/,576123,5,1591143481,1591143481.307
188.165.43.210,170010,/MagicBean:2.1.2-3/,853261,5,1591147254,1591147254.637
51.68.5.144,170010,/zqwMagicBean:2.1.2/,853313,5,1591151686,1591151690.663
47.244.97.2,170010,/MagicBean:2.1.2/,853475,5,1591164593,1591164593.395
70.133.240.10,170010,/zqwMagicBean:2.1.2/,853674,5,1591179134,1591179134.614
64.227.47.106,170011,/MagicBean:3.0.0/,853729,5,1591182816,1591182816.621
64.227.47.106,170011,/MagicBean:3.0.0/,853805,5,1591189111,1591189111.228
45.227.252.247,170011,/MagicBean:3.0.0/,853839,5,1591191268,1591191268.088
64.227.47.106,170011,/MagicBean:3.0.0/,853845,5,1591191551,1591191551.078
