Peer_IP,Version,User_Agent,Start_Height,Services,Peer_Time,Validated_Time
188.113.118.31,170011,/MagicBean:3.0.0/,847385,5,1590704705,1590704705.427
35.221.131.27,170010,/MagicBean:2.1.2/,847387,5,1590704874,1590704874.260
35.198.119.137,170009,/MagicBean:2.1.1-1/,847387,5,1590704890,1590704891.058
167.99.86.56,170009,/MagicBean:2.1.1-1/,847391,5,1590705059,1590705059.718
3.91.227.122,170009,/MagicBean:2.1.1-1(bitcore)/,847391,5,1590705149,1590705149.355
66.70.180.144,170009,/MagicBean:2.1.1-1/,847391,5,1590705206,1590705206.415
94.130.125.125,170009,/MagicBean:2.1.1-1/,847391,5,1590705240,1590705240.771
159.65.98.117,170009,/MagicBean:2.1.1-1/,847391,5,1590705465,1590705465.981
144.217.253.98,170010,/MagicBean:2.1.2/,847399,5,1590706330,1590706330.211
159.69.65.217,170009,/MagicBean:2.1.1-1/,847399,5,1590706367,1590706367.134
35.221.131.27,170010,/MagicBean:2.1.2/,847400,5,1590706494,1590706494.763
139.59.128.41,170010,/MagicBean:2.1.2/,847404,5,1590706836,1590706836.948
159.89.147.156,170009,/MagicBean:2.1.1-1/,847404,5,1590706935,1590706935.707
35.221.131.27,170010,/MagicBean:2.1.2/,847407,5,1590707098,1590707098.507
138.68.51.208,170011,/MagicBean:3.0.0/,847411,5,1590707252,1590707252.778
39.106.140.217,170010,/MagicBean:2.1.2/,847422,5,1590708035,1590708036.018
52.194.192.91,170010,/MagicBean:2.1.2-3/,847423,5,1590708067,1590708067.824
88.99.191.169,170009,/MagicBean:2.1.1-1/,847427,5,1590708349,1590708349.563
47.90.248.68,170010,/MagicBean:2.1.2/,847433,5,1590708909,1590708909.173
148.72.155.96,170010,/MagicBean:2.1.2/,847446,5,1590709722,1590709722.688
35.238.100.203,170010,/MagicBean:2.1.2/,847456,5,1590710076,1590710077.018
45.227.252.247,170009,/MagicBean:2.1.1-1/,847456,5,1590710253,1590710253.849
93.104.213.142,170009,/MagicBean:2.1.1-1/,847464,5,1590711175,1590711175.504
188.72.203.154,170009,/MagicBean:2.1.1-1/,847473,5,1590711511,1590711511.304
13.231.145.68,170009,/MagicBean:2.1.1-1/,847473,5,1590711518,1590711518.521
35.246.238.163,170009,/MagicBean:2.1.1-1/,847473,5,1590711544,1590711544.496
149.56.135.165,170010,/MagicBean:2.1.2/,847480,5,1590711955,1590711955.406
3.17.177.157,170009,/MagicBean:2.1.1-1/,847485,5,1590712505,1590712505.932
185.165.170.7,170009,/MagicBean:2.1.1-1/,847493,5,1590712875,1590712875.752
82.196.7.218,170010,/MagicBean:2.1.2-3/,847494,5,1590712965,1590712965.546
34.87.37.112,170009,/MagicBean:2.1.1-1/,847500,5,1590713360,1590713360.585
